199140, 319999600000
198775, 319999600000
119814, 319999600000
119901, 319999600000
119870, 319999600000
119860, 319999600000
119994, 319999600000
119903, 319999600000
119936, 319999600000
119823, 319999600000
119930, 319999600000
119829, 319999600000
119828, 319999600000
119787, 319999600000
119813, 319999600000
119880, 319999600000
119752, 319999600000
119905, 319999600000
119804, 319999600000
119760, 319999600000
119790, 319999600000
119890, 319999600000
119814, 319999600000
119911, 319999600000
119850, 319999600000
119896, 319999600000
119839, 319999600000
119802, 319999600000
119775, 319999600000
119831, 319999600000
