3111, 4999950000
3110, 4999950000
1760, 4999950000
3117, 4999950000
3135, 4999950000
3158, 4999950000
3127, 4999950000
3103, 4999950000
3107, 4999950000
1693, 4999950000
1696, 4999950000
1695, 4999950000
1704, 4999950000
1701, 4999950000
1706, 4999950000
1701, 4999950000
1700, 4999950000
1698, 4999950000
1699, 4999950000
1702, 4999950000
1694, 4999950000
1700, 4999950000
1693, 4999950000
1700, 4999950000
1696, 4999950000
1695, 4999950000
1692, 4999950000
1694, 4999950000
1690, 4999950000
1694, 4999950000
