49730, 7999800000
49750, 7999800000
30037, 7999800000
29979, 7999800000
30043, 7999800000
30020, 7999800000
29996, 7999800000
29897, 7999800000
29963, 7999800000
29986, 7999800000
29969, 7999800000
29980, 7999800000
29907, 7999800000
29913, 7999800000
29937, 7999800000
30000, 7999800000
29940, 7999800000
29947, 7999800000
29877, 7999800000
29897, 7999800000
29997, 7999800000
29988, 7999800000
29973, 7999800000
29921, 7999800000
29951, 7999800000
29915, 7999800000
29959, 7999800000
29914, 7999800000
29904, 7999800000
29941, 7999800000
