12475, 19999900000
12404, 19999900000
7002, 19999900000
12423, 19999900000
12413, 19999900000
12435, 19999900000
12432, 19999900000
12478, 19999900000
12444, 19999900000
6822, 19999900000
6823, 19999900000
6852, 19999900000
6866, 19999900000
6847, 19999900000
6817, 19999900000
6816, 19999900000
6840, 19999900000
6840, 19999900000
6849, 19999900000
6826, 19999900000
6822, 19999900000
6845, 19999900000
6821, 19999900000
6847, 19999900000
6824, 19999900000
6836, 19999900000
6862, 19999900000
6854, 19999900000
6837, 19999900000
6849, 19999900000
